"a" "alphahi" "gammahi" "sigmavar"
"98" -0.45 2.23702532341999 3.35621146541654 0.22084478391635
"99" -0.44 2.24190344885353 3.35807709337574 0.228195189701688
"100" -0.43 2.24690739186519 3.35995224116912 0.23579807285601
"101" -0.42 2.2520399679143 3.36183538280943 0.243662584582557
"102" -0.41 2.2573040404272 3.36372489941102 0.251798224467107
"103" -0.4 2.26270252072068 3.36561907638667 0.260214853251152
"104" -0.39 2.26823836782878 3.36751610069501 0.268922705916301
"105" -0.38 2.2739145882244 3.36941405809398 0.27793240507308
"106" -0.37 2.27973423541394 3.3713109304059 0.287254974639463
"107" -0.36 2.28570040940655 3.37320459287473 0.296901853783333
"108" -0.35 2.29181625603887 3.37509281152656 0.306884911117507
"109" -0.34 2.29808496613848 3.37697324059147 0.31721645911674
"110" -0.33 2.30450977453283 3.37884342007527 0.327909268718542
"111" -0.32 2.31109395885818 3.3807007733386 0.338976584089947
"112" -0.31 2.31784083818453 3.38254260482206 0.350432137507424
"113" -0.3 2.32475377142748 3.38436609792614 0.362290164305604
"114" -0.29 2.33183615552408 3.38616831297435 0.374565417853679
"115" -0.28 2.33909142338235 3.38794618540074 0.387273184489071
"116" -0.27 2.34652304155413 3.38969652409307 0.400429298354259
"117" -0.26 2.3541345076398 3.39141600991834 0.414050156065271
"118" -0.25 2.36192934740911 3.39310119455537 0.428152731122369
"119" -0.24 2.3699111115963 3.39474849949855 0.442754587993878
"120" -0.23 2.37808337237552 3.39635421538869 0.457873895764231
"121" -0.22 2.38644971949941 3.39791450168392 0.473529441244414
"122" -0.21 2.39501375606327 3.39942538657559 0.489740641445213
"123" -0.2 2.40377909389779 3.40088276735897 0.506527555272165
"124" -0.19 2.41274934857081 3.40228241115914 0.523910894324434
"125" -0.18 2.4219281339803 3.40361995611871 0.541912032648473
"126" -0.17 2.43131905651291 3.40489091298106 0.560553015305079
"127" -0.16 2.44092570878349 3.40609066727996 0.579856565571235
"128" -0.15 2.45075166291322 3.40721448192584 0.599846090629724
"129" -0.14 2.46080046335421 3.40825750043847 0.620545685545075
"130" -0.13 2.47107561924966 3.40921475073653 0.641980135348436
"131" -0.12 2.4815805963209 3.41008114958929 0.664174915027072
"132" -0.11 2.4923188082816 3.41085150765642 0.687156187222018
"133" -0.1 2.50329360778 3.41152053526154 0.710950797411636
"134" -0.09 2.51450827685973 3.41208284884533 0.735586266370199
"135" -0.08 2.52596601697781 3.41253297818122 0.761090779675113
"136" -0.07 2.53766993855335 3.41286537433326 0.787493174041813
"137" -0.0599999999999999 2.54962305008849 3.41307441836047 0.814822920261666
"138" -0.0499999999999999 2.5618282468783 3.41315443082899 0.843110102516443
"139" -0.04 2.57428829931952 3.41309968219003 0.872385393849298
"140" -0.03 2.58700584087104 3.41290440378757 0.902680027590234
"141" -0.02 2.59998335570187 3.41256279986699 0.934025764517414
"142" -0.01 2.61322316602359 3.41206906019821 0.966454855580117
"143" 0 2.62672742094997 3.41141737218291 1
"144" 0 2.62672742094997 3.41141737218291 1
"145" 0.01 2.64049807494405 3.41060194221815 1.03469429860495
"146" 0.02 2.654536891622 3.40961699630507 1.07057120226327
"147" 0.03 2.66884541359833 3.40845681008759 1.10766445532124
"148" 0.04 2.68342495775989 3.40711571788291 1.14600803397265
"149" 0.05 2.69827660050668 3.40558813099231 1.18563607953063
"150" 0.06 2.71340116484193 3.40386855510286 1.2265828266119
"151" 0.07 2.72879920776862 3.40195160806362 1.26888252628078
"152" 0.08 2.74447100801415 3.39983203807643 1.31256936425859
"153" 0.09 2.7604165542517 3.39750474209739 1.3576773743416
"154" 0.1 2.77663553386827 3.39496478445957 1.40424034724052
"155" 0.11 2.79312732238619 3.39220741555272 1.45229173509921
"156" 0.12 2.80989097365528 3.38922809034937 1.50186455199258
"157" 0.13 2.82692521089163 3.38602248686283 1.55299127080662
"158" 0.14 2.84422841870677 3.38258652423112 1.60570371690894
"159" 0.15 2.86179863615277 3.37891638049468 1.66003295913874
"160" 0.16 2.87963355092893 3.37500850955126 1.71600919857819
"161" 0.17 2.89773049483455 3.3708596576854 1.7736616558178
"162" 0.18 2.91608644048503 3.36646687909287 1.8330184572649
"163" 0.19 2.93469799946013 3.36182755053512 1.89410652124811
"164" 0.2 2.95356142186363 3.35693938484863 1.95695144460604
"165" 0.21 2.9726725973608 3.35180044328619 2.0215773905485
"166" 0.22 2.99202705776498 3.34640914652988 2.08800697855905
"167" 0.23 3.01161998115722 3.34076428424723 2.1562611771219
"168" 0.24 3.03144619760511 3.33486502327777 2.22635920016253
"169" 0.25 3.05150019639339 3.32871091400786 2.29831840783232
"170" 0.26 3.0717761348055 3.32230189514461 2.37215421253297
"171" 0.27 3.0922678485449 3.31563829709163 2.447879991124
"172" 0.28 3.11296886338984 3.3087208429693 2.52550700348748
"173" 0.29 3.13387240848015 3.30155064850505 2.60504431888025
"174" 0.3 3.15497143086732 3.29412921965818 2.68649875000063
"175" 0.31 3.17625861125705 3.28645844875788 2.76987479582618
"176" 0.32 3.19772638105126 3.27854060888354 2.85517459354104
"177" 0.33 3.2193669403195 3.27037834638929 2.94239787982663
"178" 0.34 3.241172276751 3.26197467202817 3.03154196219195
"179" 0.35 3.26313418544686 3.25333295027806 3.12260170016885
"180" 0.36 3.28524428936963 3.24445688749378 3.21556949704698
"181" 0.37 3.30749406033869 3.2353505183925 3.31043530161878
"182" 0.38 3.32987484048169 3.22601819152811 3.40718662047595
"183" 0.39 3.35237786387844 3.21646455344632 3.50580854027157
"184" 0.4 3.37499427842795 3.20669453195647 3.60628376009739
"185" 0.41 3.39771516767646 3.19671331848356 3.70859263349318
"186" 0.42 3.42053157249437 3.18652634962426 3.81271321967635
"187" 0.43 3.4434345125367 3.17613928825694 3.91862134387275
"188" 0.44 3.46641500728819 3.16555800395014 4.02629066563149
"189" 0.45 3.48946409662767 3.15478855329634 4.13569275532307
"190" 0.46 3.51257286078882 3.14383715985021 4.24679717746646
"191" 0.47 3.53573243963842 3.13271019417965 4.35957158086911
"192" 0.48 3.55893405112151 3.12141415380271 4.47398179424547
"193" 0.49 3.58216900893139 3.1099556434811 4.58999192726787
"194" 0.5 3.60542873913234 3.09834135563533 4.70756447562547
"195" 0.51 3.62870479594972 3.08657805132975 4.82666043008022
"196" 0.52 3.6519888763842 3.07467254157904 4.94723938803263
"197" 0.53 3.67527283391302 3.06263166939947 5.06925966765338
"198" 0.54 3.69854869090159 3.05046229228999 5.19267842291339
"199" 0.55 3.7218086501961 3.03817126569602 5.31745176007446
"200" 0.56 3.74504510532999 3.02576542696079 5.44353485352989
"201" 0.57 3.76825064981991 3.01325158031189 5.57088206172492
"202" 0.58 3.79141808527915 3.00063648258331 5.69944704165261
"203" 0.59 3.81454042849549 2.98792682983203 5.82918286173123
"204" 0.6 3.83761091742426 2.97512924483562 5.96004211246048
"205" 0.61 3.86062301624749 2.96225026560398 6.09197701483909
"206" 0.62 3.88357041930704 2.94929633459085 6.2249395250136
"207" 0.63 3.90644705427293 2.93627378903591 6.35888143632528
"208" 0.64 3.92924708424551 2.92318885204384 6.49375447706979
"209" 0.65 3.95196490913824 2.91004762461517 6.62951040452596
"210" 0.66 3.97459516615725 2.89685607851204 6.76610109466976
"211" 0.67 3.99713272963982 2.8836200500467 6.90347862788246
"212" 0.68 4.0195727100369 2.87034523444852 7.04159536909541
"213" 0.69 4.04191045239782 2.85703718132337 7.18040404470858
"214" 0.7 4.06414153415388 2.84370129058798 7.31985781358979
"215" 0.71 4.08626176241023 2.83034280927083 7.45991033407388
"216" 0.72 4.10826717070229 2.81696682890242 7.6005158258369
"217" 0.73 4.13015401533725 2.80357828358945 7.74162912732702
"218" 0.74 4.15191877128342 2.79018194862816 7.88320574825239
"219" 0.75 4.17355812778081 2.77678243975892 8.02520191798514
"220" 0.76 4.1950689835432 2.76338421278133 8.16757462859118
"221" 0.77 4.21644844181587 2.74999156387874 8.31028167487685
"222" 0.78 4.2376938050528 2.73660863013221 8.45328168871506
"223" 0.79 4.25880256952311 2.72323939061483 8.59653417036409
"224" 0.8 4.27977241970731 2.70988766777326 8.73999951537718
"225" 0.81 4.3006012225892 2.69655712915351 8.88363903781717
"226" 0.82 4.32128702182767 2.68325128945951 9.02741499012382
"227" 0.83 4.34182803191448 2.66997351283039 9.17129057923146
"228" 0.84 4.36222263221143 2.65672701536723 9.31522997952255
"229" 0.85 4.38246936108477 2.64351486791232 9.4591983430684
"230" 0.86 4.40256690992574 2.63033999892994 9.60316180638101
"231" 0.87 4.42251411732732 2.61720519762433 9.74708749509942
"232" 0.88 4.44230996317283 2.60411311713863 9.89094352575876
"233" 0.89 4.46195356290507 2.59106627788334 10.0346990053703
"234" 0.9 4.4814441617824 2.57806707093335 10.1783240286414
"235" 0.91 4.50078112929802 2.56511776153774 10.3217896735649
"236" 0.92 4.5199639536331 2.55222049263935 10.4650679947819
"237" 0.93 4.53899223626728 2.53937728844669 10.6081320153863
"238" 0.94 4.5578656866845 2.52659005803961 10.7509557173042
"239" 0.95 4.57658411719689 2.51386059895238 10.8935140299711
"240" 0.96 4.59514743793653 2.50119060079913 11.0357828182052
"241" 0.97 4.61355565194314 2.48858164883993 11.1777388685075
"242" 0.98 4.63180885038932 2.47603522753265 11.3193598744424
"243" 0.99 4.64990720799121 2.4635527240766 11.4606244214051
"244" 1 4.6678596620412 2.45114998453032 11.6016808042087
"245" 1.01 4.68565041867787 2.43879767577317 11.7421584580547
"246" 1.02 4.70328716493094 2.42651302614621 11.8822214437558
"247" 1.03 4.72077047068331 2.41429697970759 12.0218507415673
"248" 1.04 4.73810086828877 2.40215048938789 12.1610291738429
"249" 1.05 4.75527894554199 2.39007443286227 12.2997403759023
"250" 1.06 4.77230534106716 2.37806960044133 12.4379685789913
"251" 1.07 4.78918075619882 2.36613673127367 12.5756990193764
"252" 1.08 4.80590593266325 2.35427648040044 12.7129174530363
"253" 1.09 4.82248165852963 2.34248944424816 12.8496104310324
"254" 1.1 4.83890876013477 2.33077615395395 12.9857651537295
"255" 1.11 4.85518811777927 2.3191370897525 13.1213696172377
"256" 1.12 4.87132063269626 2.30757266287282 13.2564122984117
"257" 1.13 4.88728692330445 2.29608316144278 13.3908812614168
"258" 1.14 4.9031279808369 2.28466989865616 13.524781704684
"259" 1.15 4.91882514141202 2.27333217469049 13.6580897382057
"260" 1.16 4.9343794310887 2.26207020361739 13.7907963181427
"261" 1.17 4.94979190014753 2.25088415450349 13.9228929581867
"262" 1.18 4.96506362100344 2.23977415360043 14.0543717118324
"263" 1.19 4.98019568616751 2.22874028642282 14.1852251543674
"264" 1.2 4.99518920635221 2.21778259977222 14.3154463655019
"265" 1.21 5.01004530863878 2.20690110368128 14.4450289122186
"266" 1.22 5.02476513475635 2.19609577328904 14.5739668320118
"267" 1.23 5.03934983944201 2.18536655063172 14.7022546162207
"268" 1.24 5.053800588888 2.17471334638903 14.829887194144
"269" 1.25 5.06811855927189 2.16413604154968 14.9568599172815
"270" 1.26 5.08230493535025 2.15363448899301 15.0831685435886
"271" 1.27 5.09636090916295 2.14320851504835 15.2088092228644
"272" 1.28 5.11028767876803 2.13285792096364 15.3337784819862
"273" 1.29 5.12408644706205 2.12258248429302 15.4580732100856
"274" 1.3 5.13775842070438 2.11238196033027 15.5816906461562
"275" 1.31 5.15130480899883 2.10225608327724 15.7046283628882
"276" 1.32 5.16472682300009 2.09220456764399 15.8268842566056
"277" 1.33 5.17802567451675 2.08222710933861 15.9484565324072
"278" 1.34 5.19120257519854 2.07232338674414 16.0693436903003
"279" 1.35 5.20425873591567 2.06249306213645 16.1895445200988
"280" 1.36 5.21719536570691 2.05273578226315 16.3090580797648
"281" 1.37 5.23001367118755 2.04305117956143 16.4278836886086
"282" 1.38 5.24271485605153 2.03343887340582 16.5460209229605
"283" 1.39 5.25530012007749 2.02389847043143 16.6634695923386
"284" 1.4 5.26777065875569 2.01442956576546 16.7802297370994
"285" 1.41 5.28012766287676 2.00503174406985 16.8963016235732
"286" 1.42 5.29237231755031 1.99570457960257 17.0116857171634
"287" 1.43 5.3045058023659 1.98644763799194 17.1263826971532
"288" 1.44 5.31652929034971 1.97726047599205 17.2403934246163
"289" 1.45 5.32844394773807 1.96814264247433 17.3537189406487
"290" 1.46 5.34025093401686 1.95909367980046 17.46636047606
"291" 1.47 5.35195140102858 1.95011312345668 17.5783194186968
"292" 1.48 5.36354649239465 1.94120050244746 17.6895972997039
"293" 1.49 5.37503734460486 1.93235534184972 17.8001958377106
"294" 1.5 5.38642508487077 1.92357716049779 17.9101168572936
"295" 1.51 5.39771083210984 1.91486547358323 18.01936233629
"296" 1.52 5.40889569666515 1.90621979272579 18.1279343886789
"297" 1.53 5.41998078015209 1.89763962658227 18.2358352625499
"298" 1.54 5.43096717295394 1.88912447840898 18.3430672532217
"299" 1.55 5.44185595815858 1.88067385169746 18.4496328420948
"300" 1.56 5.45264820997179 1.87228724865423 18.5555346401175
"301" 1.57 5.46334498993144 1.86396416590446 18.6607752467517
"302" 1.58 5.4739473507034 1.85570410011779 18.7653573940708
"303" 1.59 5.48445633910787 1.84750655190985 18.8692840509897
"304" 1.6 5.49487298349287 1.83937101058786 18.9725579543341
"305" 1.61 5.50519831200137 1.83129697742395 19.0751822907658
"306" 1.62 5.51543333760418 1.82328394727497 19.177160134258
"307" 1.63 5.52557905651546 1.81533140707876 19.2784943747753
"308" 1.64 5.53563646319567 1.80743885487606 19.3791882960502
"309" 1.65 5.54560655579355 1.79960580561619 19.4792457695007
"310" 1.66 5.55549028322483 1.79183172867019 19.5786692413817
"311" 1.67 5.56528861134933 1.78411612744462 19.6774622546174
"312" 1.68 5.57500251628174 1.77645853014251 19.7756291909015
"313" 1.69 5.5846329079711 1.76885840106643 19.8731723246201
"314" 1.7 5.59418072152062 1.76131524821676 19.9700953478069
"315" 1.71 5.60364688734011 1.75382858745881 20.0664022079612
"316" 1.72 5.61303233629016 1.74639794789668 20.1620972970171
"317" 1.73 5.62233791610154 1.73902277909912 20.257182212733
"318" 1.74 5.63156454447792 1.73170262353565 20.3516617076814
"319" 1.75 5.64071313135412 1.72443702778823 20.4455406713465
"320" 1.76 5.6497844936073 1.71722544851964 20.5388207275802
"321" 1.77 5.65877948848278 1.71006740217378 20.6315055243222
"322" 1.78 5.66769903303169 1.70296248413012 20.7236015393186
"323" 1.79 5.67654388760156 1.69591013024199 20.8151093307877
"324" 1.8 5.68531491024686 1.68890989933751 20.9060338614128
"325" 1.81 5.69401292885798 1.68196133074921 20.9963793017513
"326" 1.82 5.70263877977291 1.67506398292093 21.0861504652002
"327" 1.83 5.71119318758445 1.66821731092468 21.1753480871254
"328" 1.84 5.71967698704881 1.66142090291809 21.2639778726589
"329" 1.85 5.72809098347575 1.6546743271931 21.3520446941602
"330" 1.86 5.73643589896496 1.64797707074845 21.4395500946719
"331" 1.87 5.74471250778413 1.64132870157364 21.5264986577314
"332" 1.88 5.75292155492225 1.6347287691699 21.612894108179
"333" 1.89 5.76106383556982 1.62817686434951 21.6987417201913
"334" 1.9 5.76914005215037 1.62167252263899 21.7840443880522
"335" 1.91 5.77715086336287 1.61521524660608 21.8688034447483
"336" 1.92 5.78509701311473 1.6088046316689 21.9530238928352
"337" 1.93 5.7929793596631 1.60244037143851 22.0367147991834
"338" 1.94 5.80079846758537 1.59612192482301 22.1198751883075
"339" 1.95 5.80855488443311 1.58984874361475 22.2025034391282
"340" 1.96 5.81624948222922 1.58362057815675 22.2846106128885
"341" 1.97 5.82388308071541 1.57743713343623 22.3662058635023
"342" 1.98 5.83145609411356 1.57129778144745 22.4472835589516
"343" 1.99 5.83896891736656 1.56520189129436 22.5278374317834
"344" 2 5.84642282526023 1.55914959647286 22.6078952574587
"345" 2.01 5.85381832105772 1.55314037289857 22.6874554758491
"346" 2.02 5.86115568608282 1.54717352547226 22.7665082919331
"347" 2.03 5.86843545910592 1.54124859368826 22.8450541466418
"348" 2.04 5.87565901755611 1.53536582232542 22.9231261733602
"349" 2.05 5.88282625313376 1.52952422284064 23.0007001512222
"350" 2.06 5.88993729787716 1.52372303324645 23.077761506608
"351" 2.07 5.89699452975424 1.51796334084665 23.1543835206846
"352" 2.08 5.9039973364433 1.51224378076984 23.2305230808854
"353" 2.09 5.91094611982365 1.50656383615356 23.3061766463957
"354" 2.1 5.91784136034315 1.50092307106962 23.3813442297111
"355" 2.11 5.92468428179073 1.49532165815008 23.4560556609767
"356" 2.12 5.93147569481348 1.48975942766608 23.530324337704
"357" 2.13 5.93821540059649 1.48423542095248 23.604124096795
"358" 2.14 5.94490334517052 1.47874881323754 23.6774344183933
"359" 2.15 5.95154183113928 1.47330066105088 23.7503299082863
"360" 2.16 5.95813049072784 1.46788989391847 23.8227777391818
"361" 2.17 5.96466963762082 1.46251599698728 23.8947725549068
"362" 2.18 5.97115880440796 1.45717788990194 23.9662789832611
"363" 2.19 5.9776012039947 1.45187731832957 24.0374090477252
"364" 2.2 5.9839957351933 1.44661270219868 24.1081014760001
"365" 2.21 5.99034303337212 1.44138380243215 24.1783644763109
"366" 2.22 5.99664186182288 1.43618900638139 24.2481322589229
"367" 2.23 6.00289618202051 1.43103062005954 24.3175492909247
"368" 2.24 6.00910466424016 1.42590694099817 24.3865450502082
"369" 2.25 6.01526651674174 1.42081669593295 24.455070231384
"370" 2.26 6.02138510747442 1.41576177440318 24.5232490927657
"371" 2.27 6.02745918508455 1.41074052589759 24.5910115933936
"372" 2.28 6.03348735936753 1.40575134073594 24.6582876478896
"373" 2.29 6.0394738493871 1.40079668597342 24.7252357137054
"374" 2.3 6.04541744308671 1.39587501336784 24.791789523274
"375" 2.31 6.05131849486087 1.39098593309052 24.857947129968
"376" 2.32 6.05717593700452 1.38612813617868 24.9236530915528
"377" 2.33 6.0629933694204 1.38130358460187 24.9890405842322
"378" 2.34 6.06876815064571 1.37650974911777 25.053982900991
"379" 2.35 6.07450303487077 1.37174810909714 25.1185861550203
"380" 2.36 6.0801981956535 1.3670180518401 25.1828347659889
"381" 2.37 6.08585176705645 1.36231783587217 25.2466448841424
"382" 2.38 6.09146626594446 1.35764868745365 25.310108873291
"383" 2.39 6.09704195707405 1.35301015070206 25.3732193164376
"384" 2.4 6.10257974617213 1.34840220704381 25.4359950018258
"385" 2.41 6.10807713717299 1.34382281681592 25.4983307318694
"386" 2.42 6.11353622327224 1.33927285691822 25.5602986507342
"387" 2.43 6.11895788312966 1.33475233360019 25.621918348305
"388" 2.44 6.12434413753159 1.33026199577359 25.6832561958572
"389" 2.45 6.12969160699801 1.3257992090465 25.7441666134904
"390" 2.46 6.1350012819348 1.32136420951769 25.8046821827474
"391" 2.47 6.14027485624955 1.31695754617322 25.8648560769972
"392" 2.48 6.14551604515463 1.31258097426965 25.9248201348704
"393" 2.49 6.15071752199207 1.3082295838188 25.9842780232596
"394" 2.5 6.15588359634469 1.30390555964255 26.0433875495113
"395" 2.51 6.16101515917549 1.29960899938239 26.1021735450605
"396" 2.52 6.16611469480659 1.29534095639523 26.1607242110904
"397" 2.53 6.17117832713949 1.29109860627184 26.2188724470993
"398" 2.54 6.1762063167367 1.2868817257522 26.2766203411248
"399" 2.55 6.18120074685 1.2826911376903 26.3340400586825
"400" 2.56 6.18616354625644 1.27852757457903 26.3911991995888
"401" 2.57 6.19109494372616 1.27439070763587 26.4480946190933
"402" 2.58 6.19598943234041 1.27027690936207 26.5044972503577
"403" 2.59 6.20085233253915 1.26618890899374 26.5606095506427
"404" 2.6 6.20568379201392 1.26212640204443 26.6164286967007
"405" 2.61 6.21048738331447 1.25809105429298 26.6720887031177
"406" 2.62 6.21525377807155 1.25407705303906 26.7272028200981
"407" 2.63 6.21998923189447 1.25008766066654 26.7820141269631
"408" 2.64 6.22469483681789 1.24612312517831 26.836557678541
"409" 2.65 6.22937168697516 1.24218370114012 26.8908695759034
"410" 2.66 6.23401980075461 1.23826899305292 26.9449399163625
"411" 2.67 6.23863146386565 1.23437428138131 26.9984466073492
"412" 2.68 6.24321507309006 1.23050397096466 27.0517214327232
"413" 2.69 6.24777071400558 1.2266577520594 27.1047598596401
"414" 2.7 6.25230012387376 1.22283623781257 27.1576246740729
"415" 2.71 6.25679852164842 1.21903638274826 27.2101100497786
"416" 2.72 6.26126376969181 1.21525669647004 27.2621205869044
"417" 2.73 6.26570225333788 1.2115003877474 27.3139089706249
"418" 2.74 6.27011467713262 1.20776750641077 27.3654964868675
"419" 2.75 6.27450325573936 1.20405891752566 27.4169661191174
"420" 2.76 6.27885905322976 1.20036938569125 27.4679399481349
"421" 2.77 6.28318468915201 1.19670006471488 27.5185185335655
"422" 2.78 6.28748438834545 1.19305294046108 27.5688682594583
"423" 2.79 6.29176152720577 1.18942952484196 27.6191224251191
"424" 2.8 6.29601321558588 1.18582789068717 27.6691505475045
"425" 2.81 6.3002320950775 1.18224381667058 27.7186403818321
"426" 2.82 6.30442545075089 1.17868092319928 27.7678868418121
"427" 2.83 6.3085928240041 1.1751386724839 27.8168636563658
"428" 2.84 6.31273854157847 1.1716190692459 27.8657449984801
"429" 2.85 6.31685988797284 1.16812032056899 27.9144063899089
"430" 2.86 6.32095036031332 1.16463874402547 27.9625693777497
"431" 2.87 6.3250158082335 1.16117716111326 28.0104723400588
"432" 2.88 6.3290577373308 1.15773608908168 28.0581722839066
"433" 2.89 6.33307648731517 1.15431541521301 28.105676032073
"434" 2.9 6.33707423737066 1.15091596249221 28.153066733501
