"cup" "alphahi" "gammahi" "alpharep" "gammarep" "alphalo" "gammalo" "eqhiS" "eqhiI" "eqloS" "eqloI"
"14" 0.0012 2.09954138164562 3.25096245470977 1.26962516088615 0.251595144964557 1.19982930890445 0 NA NA 0.403328501753752 1.61187723775206
"15" 0.0013 2.09871612078568 3.24745980360528 1.27014317086653 0.25338371530416 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"16" 0.0014 2.09789016180622 3.24395546083066 1.27066424150494 0.255181747776126 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"17" 0.0015 2.09706350082866 3.24044941304615 1.27118461354574 0.256976901738587 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"18" 0.0016 2.09623613320468 3.23694164350365 1.27170611122678 0.258774848564306 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"19" 0.0017 2.09540805538125 3.23343214035599 1.27222686999629 0.260569811065803 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"20" 0.0018 2.09457926278587 3.2299208873454 1.27275125418378 0.262375798071401 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"21" 0.0019 2.09374975181058 3.22640787219783 1.27327484748684 0.264178667730169 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"22" 0.002 2.09291951773064 3.22289307795274 1.27379862702057 0.265981078857615 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"23" 0.0021 2.09208855657812 3.21937649094782 1.27432372093096 0.267787530815893 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"24" 0.0022 2.09125686414516 3.21585809671126 1.27484973685683 0.269596251294932 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"25" 0.0023 2.0904244359892 3.21233787963426 1.27537884671578 0.271413879999826 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"26" 0.0024 2.08959126762646 3.20881582384024 1.27590547601687 0.273223082413735 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"27" 0.0025 2.08875735521298 3.20529191635094 1.27643407825965 0.2750381404051 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"28" 0.0026 2.08792269388882 3.20176613991863 1.27696353726254 0.276855309036374 1.1998293089045 0 NA NA 0.403328501753752 1.61187723775206
"29" 0.0027 2.08708727942574 3.19823847993041 1.27749620037879 0.278681716402602 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"30" 0.0028 2.0862511074395 3.1947089214637 1.27802599800446 0.280498648944914 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"31" 0.0029 2.08541417321882 3.191177447316 1.27855810890992 0.282322389646862 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"32" 0.003 2.08457647253382 3.18764404339561 1.27909298461968 0.284154194035109 1.19982930890445 0 NA NA 0.403328501753752 1.61187723775206
"33" 0.0031 2.08373800069971 3.18410869319452 1.27962571989602 0.285978505496467 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"34" 0.0032 2.0828987530681 3.18057138037911 1.28016037477471 0.287808569912328 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"35" 0.0033 2.08205872482497 3.17703208832726 1.28069591404575 0.289640853203948 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"36" 0.0034 2.08121791154964 3.1734908018219 1.28123470688878 0.291482562711539 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"37" 0.0035 2.08037630879445 3.16994750521729 1.28177064016938 0.293314814480093 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"38" 0.0036 2.07953391121008 3.16640218001393 1.28230880231884 0.295153689373132 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"39" 0.0037 2.07869071432972 3.16285481080058 1.28285004962691 0.297001554745381 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"40" 0.0038 2.07784671332809 3.15930538026028 1.28338917444039 0.298841982839801 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"41" 0.0039 2.07700190361672 3.15575387318806 1.28393004590939 0.300687733233047 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"42" 0.004 2.07615627942419 3.15220026889284 1.2844718612672 0.302535898558038 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"43" 0.0041 2.07530983708578 3.14864455548857 1.28501711003945 0.304394037896429 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"44" 0.0042 2.07446257058821 3.14508671103876 1.28555957325272 0.306242922677021 1.1998293089045 0 NA NA 0.403328501753752 1.61187723775206
"45" 0.0043 2.07361447538596 3.14152672059023 1.28610428692706 0.308098536525281 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"46" 0.0044 2.07276554626965 3.13796456533312 1.28664991765263 0.309956512176043 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"47" 0.0045 2.07191577795058 3.13440022761887 1.28719746281346 0.311819593038168 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"48" 0.0046 2.0710651658796 3.13083369114982 1.28774495872512 0.313682388640558 1.19982930890445 0 NA NA 0.403328501753752 1.61187723775206
"49" 0.0047 2.07021370422808 3.12726493592179 1.28829350560364 0.315547924193524 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"50" 0.0048 2.0693613881695 3.12369394551426 1.28884500993548 0.317422180550753 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"51" 0.0049 2.06850821235326 3.12012070067096 1.28939422384162 0.319288544481003 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"52" 0.005 2.06765417158395 3.11654518395078 1.28994554117041 0.321161280101017 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"53" 0.0051 2.06679926010503 3.11296737542449 1.29049780564503 0.323036494846424 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"54" 0.0052 2.06594347297483 3.10938725758199 1.2910536643442 0.324922216760975 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"55" 0.0053 2.06508680437389 3.10580481036039 1.2916064544187 0.326797901734854 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"56" 0.0054 2.06422924895459 3.10222001551212 1.29216159565016 0.328680668327231 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"57" 0.0055 2.06337080120305 3.09863285341719 1.29272016763398 0.330573519389186 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"58" 0.0056 2.0625114552303 3.0950433041702 1.29327652065991 0.332458677961478 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"59" 0.0057 2.06165120632778 3.0914513515606 1.29383471805024 0.334349541644163 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"60" 0.0058 2.06079004776044 3.08785697180791 1.29439397811503 0.336243237810097 1.1998293089045 0 NA NA 0.403328501753752 1.61187723775206
"61" 0.0059 2.05992797432955 3.08426014699128 1.29495680228744 0.338147418360913 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"62" 0.006 2.05906497995759 3.08066085651802 1.29551688253918 0.340042455433142 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"63" 0.0061 2.05820105900816 3.07705908005321 1.29607933591874 0.341944686169639 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"64" 0.0062 2.05733620582965 3.07345479913458 1.29664284775817 0.343849759717441 1.19982930890445 0 NA NA 0.403328501753752 1.61187723775206
"65" 0.0063 2.05647041397982 3.06984799062223 1.29720976711664 0.345764919221839 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"66" 0.0064 2.05560367783869 3.06623863573662 1.29777378674913 0.347670501784673 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"67" 0.0065 2.05473599099191 3.06262671151925 1.29834031410355 0.349583679705084 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"68" 0.0066 2.05386734780179 3.05901219916959 1.2989077837431 0.351499399086252 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"69" 0.0067 2.05299774198237 3.05539507657572 1.29947777674393 0.353422047292714 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"70" 0.0068 2.05212716735769 3.05177532284872 1.3000476212331 0.355344222772733 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"71" 0.0069 2.05125561772148 3.04815291577446 1.30061860035897 0.357269483856399 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"72" 0.007 2.05038308619383 3.04452783255822 1.30119053255926 0.359197334370044 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"73" 0.0071 2.04950956688327 3.04090005166211 1.3017645010418 0.361130788818665 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"74" 0.0072 2.04863505365707 3.03726955293442 1.3023387030547 0.363064846196156 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"75" 0.0073 2.04775953934075 3.03363631154996 1.30291397712833 0.365001838098396 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"76" 0.0074 2.04688301783136 3.0300003057389 1.30349143439974 0.366944862135516 1.1998293089045 0 NA NA 0.403328501753752 1.61187723775206
"77" 0.0075 2.04600548248794 3.02636151330719 1.30406878110264 0.368887545687555 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"78" 0.0076 2.04512692641963 3.02271990971732 1.30464734910391 0.37083359418618 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"79" 0.0077 2.04424734344785 3.01907547412557 1.30522945968532 0.372790228771816 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"80" 0.0078 2.04336672636214 3.0154281817913 1.30580916685475 0.374738658731884 1.19982930890445 0 NA NA 0.403328501753752 1.61187723775206
"81" 0.0079 2.04248506794516 3.01177800753667 1.30639130551987 0.376694582677296 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"82" 0.008 2.04160236187224 3.00812492973476 1.3069744867728 0.378653402042786 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"83" 0.0081 2.04071860107765 3.00446892377309 1.30756000594604 0.380618732840601 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"84" 0.0082 2.03983377862498 3.00080996600906 1.30814533397591 0.382583527335679 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"85" 0.0083 2.03894788693291 2.9971480301484 1.30873215810526 0.384552493830133 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"86" 0.0084 2.03806091926364 2.99348309304151 1.309320112181 0.386524619346162 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"87" 0.0085 2.03717286828639 2.98981512925536 1.30990901275208 0.388499395981387 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"88" 0.0086 2.03628372625271 2.98614411204108 1.31050034925552 0.390480993151986 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"89" 0.0087 2.03539348623521 2.98247001791488 1.31109187041017 0.392463125671453 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"90" 0.0088 2.03450214077855 2.97879282088979 1.31168447794587 0.394448315720265 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"91" 0.0089 2.03360968220916 2.97511249446983 1.3122794926945 0.396440268246214 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"92" 0.009 2.03271610310529 2.97142901366691 1.31287446790454 0.398432142214295 1.1998293089045 0 NA NA 0.403328501753752 1.61187723775206
"93" 0.0091 2.0318213953544 2.96774234942385 1.31347109462618 0.40042867326693 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"94" 0.0092 2.03092555179484 2.96405247799593 1.31406862733285 0.402427782160297 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"95" 0.0093 2.03002856429335 2.96035937136725 1.31466850452627 0.404433506811391 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"96" 0.0094 2.02913042488157 2.95666300171568 1.31526863168121 0.406439982547572 1.19982930890445 0 NA NA 0.403328501753752 1.61187723775206
"97" 0.0095 2.02823112572533 2.95296334226001 1.31587000158146 0.408449994911771 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"98" 0.0096 2.02733065873856 2.9492603650839 1.31647383301867 0.410466974423843 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"99" 0.0097 2.0264290155218 2.94555404108743 1.31707760309787 0.412483845867351 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"100" 0.0098 2.02552618823112 2.94184434383352 1.31768278873093 0.41450475661069 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"101" 0.0099 2.02462216825421 2.9381312431931 1.31828908349921 0.416528854591267 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"102" 0.01 2.02371694772423 2.93441471223956 1.31889833601387 0.418561345616602 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"103" 0.0101 2.02281051739744 2.93069471947458 1.31950749880994 0.420593668076388 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"104" 0.0102 2.02190286953833 2.92697123800273 1.32011805855855 0.422630003597376 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"105" 0.0103 2.02099399499958 2.92324423646651 1.32072989700569 0.424670028227857 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"106" 0.0104 2.02008388486619 2.91951368380848 1.32134396853582 0.426716437666393 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"107" 0.0105 2.01917253054277 2.91577955077846 1.32195836038108 0.428763850868138 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"108" 0.0106 2.01825992357865 2.91204180832278 1.32257409216704 0.430815142277138 1.1998293089045 0 NA NA 0.403328501753752 1.61187723775206
"109" 0.0107 2.01734605431944 2.90830042367943 1.32319430976862 0.432879979506116 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"110" 0.0108 2.01643091375395 2.90455536502151 1.32381121245014 0.434934019851183 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"111" 0.0109 2.01551449288821 2.90080660222634 1.32443124888666 0.436997793718929 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"112" 0.011 2.01459678229628 2.89705410233784 1.32505221848547 0.439064328825794 1.19982930890445 0 NA NA 0.403328501753752 1.61187723775206
"113" 0.0111 2.01367777261375 2.89329783337011 1.32567519237276 0.441136653706402 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"114" 0.0112 2.01275745458214 2.88953776349081 1.32630058754518 0.443215958024713 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"115" 0.0113 2.01183581811801 2.88577385785678 1.32692609105723 0.445295709027869 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"116" 0.0114 2.01091285405153 2.88200608577542 1.32755277503644 0.447378939071215 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"117" 0.0115 2.0099885521584 2.87823441104566 1.32818288907085 0.449472026879389 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"118" 0.0116 2.00906290276089 2.87445880118373 1.32881287011697 0.451564895508564 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"119" 0.0117 2.00813589549285 2.87067922000831 1.3294435025593 0.453659763053612 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"120" 0.0118 2.00720752110325 2.86689563644798 1.33007846198308 0.455767058031709 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"121" 0.0119 2.00627776850071 2.86310801208478 1.33071255978891 0.457872084407851 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"122" 0.012 2.00534662751708 2.85931631159358 1.33134835142068 0.459982084139225 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"123" 0.0121 2.00441408791591 2.85552050045481 1.33198552424761 0.462096181893193 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"124" 0.0122 2.00348013928113 2.85172054251922 1.3326258872394 0.46421952285334 1.1998293089045 0 NA NA 0.403328501753752 1.61187723775206
"125" 0.0123 2.00254477040111 2.84791639949953 1.33326623851212 0.466343023602074 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"126" 0.0124 2.00160797046214 2.84410803410644 1.33390825990994 0.468471461990574 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"127" 0.0125 2.00066972890838 2.84029540986905 1.33455176874184 0.470604329068977 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"128" 0.0126 1.99973003462561 2.83647848968972 1.33519786359808 0.472744758289863 1.19982930890445 0 NA NA 0.403328501753752 1.61187723775206
"129" 0.0127 1.99878887613205 2.83265723305209 1.33584443371615 0.474886752911828 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"130" 0.0128 1.99784624260684 2.82883160314313 1.33649267057801 0.477033706141644 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"131" 0.0129 1.99690212217553 2.82500155936331 1.33714175239077 0.479183286431544 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"132" 0.013 1.99595650342395 2.82116706254388 1.33779496127112 0.481344854594779 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"133" 0.0131 1.99500937422779 2.81732807099858 1.33844799711123 0.483506168078227 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"134" 0.0132 1.99406072370186 2.81348454734015 1.33910267628992 0.48567240292632 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"135" 0.0133 1.99311053888146 2.80963644728047 1.33975872712006 0.487842795047541 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"136" 0.0134 1.99215880854527 2.80578373226828 1.34041789669853 0.490022340974025 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"137" 0.0135 1.99120551953983 2.80192635704509 1.34107749767312 0.492203377521413 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"138" 0.0136 1.99025065995993 2.79806428067796 1.34173865569247 0.494389121218281 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"139" 0.0137 1.98929421735455 2.79419746092168 1.34240296587929 0.496584144685299 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"140" 0.0138 1.98833617842756 2.79032585147559 1.34306743879244 0.498779909164584 1.1998293089045 0 NA NA 0.403328501753752 1.61187723775206
"141" 0.0139 1.98737653104506 2.78644941176749 1.34373368581791 0.500981024535367 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"142" 0.014 1.98641526161251 2.78256809431413 1.34440110225331 0.503185770358869 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"143" 0.0141 1.98545235719401 2.77868185514845 1.34507301672618 0.505403690955515 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"144" 0.0142 1.98448780440422 2.7747906479684 1.34574454155402 0.507620797301621 1.19982930890445 0 NA NA 0.403328501753752 1.61187723775206
"145" 0.0143 1.9835215898486 2.77089442759447 1.34641785591387 0.50984333159705 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"146" 0.0144 1.98255369990462 2.76699314669783 1.3470929894242 0.512071391244153 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"147" 0.0145 1.98158412027871 2.76308675611291 1.34777114440935 0.514308436929854 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"148" 0.0146 1.98061283779149 2.75917521159143 1.34844975461066 0.516547112861284 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"149" 0.0147 1.97963983740843 2.75525846079411 1.3491300502699 0.518790952732143 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"150" 0.0148 1.97866510541273 2.7513364570119 1.34981413293729 0.521046009992095 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"151" 0.0149 1.97768862643403 2.74740914723241 1.35049829237453 0.523301631706402 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"152" 0.015 1.9767103865864 2.74347648418665 1.35118446585927 0.525563388541154 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"153" 0.0151 1.97573037085352 2.73953841630989 1.35187243148513 0.527830654283409 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"154" 0.0152 1.97474856389842 2.73559489108861 1.35256350789251 0.530107235824048 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"155" 0.0153 1.97376495043763 2.73164585628384 1.35325512942703 0.532385755483856 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"156" 0.0154 1.97277951486525 2.72769125843771 1.35394869176814 0.534670235986839 1.1998293089045 0 NA NA 0.403328501753752 1.61187723775206
"157" 0.0155 1.97179224179565 2.72373104436957 1.35464364325876 0.536959097916133 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"158" 0.0156 1.9708031149794 2.7197651590592 1.35534330895128 0.539261945277813 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"159" 0.0157 1.96981211865442 2.71579354761908 1.35604303416926 0.541565362404839 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"160" 0.0158 1.96881923582173 2.71181615260477 1.35674451658701 0.543874247481413 1.19982930890445 0 NA NA 0.403328501753752 1.61187723775206
"161" 0.0159 1.96782445091069 2.70783292051261 1.35744969205041 0.546194208364795 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"162" 0.016 1.96682774657203 2.70384379201325 1.35815501568299 0.548515013069206 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"163" 0.0161 1.96582910531164 2.69984870646482 1.35886254294439 0.550842604043977 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"164" 0.0162 1.96482851113276 2.6958476098954 1.35957182905528 0.553175708558635 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"165" 0.0163 1.96382594590289 2.69184043975086 1.36028559605213 0.555522218285888 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"166" 0.0164 1.96282139173835 2.68782713480374 1.36099945453626 0.557869439131263 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"167" 0.0165 1.96181483088931 2.683807634404 1.36171437012571 0.560220163437028 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"168" 0.0166 1.96080624461948 2.67978187402605 1.36243519291183 0.562588468195512 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"169" 0.0167 1.95979561559871 2.67574979524129 1.36315501533307 0.56495434189488 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"170" 0.0168 1.95878292442126 2.67171133073865 1.36387728580457 0.56732778137937 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"171" 0.0169 1.95776815236227 2.66766641611025 1.3646015806823 0.56970757380278 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"172" 0.017 1.9567512804531 2.66361498709445 1.36533036196909 0.572100884529311 1.1998293089045 0 NA NA 0.403328501753752 1.61187723775206
"173" 0.0171 1.95573228831754 2.65955697343121 1.36605927411657 0.57449507324319 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"174" 0.0172 1.95471115672643 2.65549231027207 1.36679060265524 0.576896782629172 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"175" 0.0173 1.9536878657191 2.65142092792232 1.36752405559072 0.579305178739593 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"176" 0.0174 1.95266239457271 2.64734275587655 1.36826127848996 0.581725064146931 1.19982930890445 0 NA NA 0.403328501753752 1.61187723775206
"177" 0.0175 1.95163472309866 2.64325772520432 1.36899916610045 0.584147412034942 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"178" 0.0176 1.95060483006334 2.63916576330545 1.36973934305576 0.586576956261656 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"179" 0.0177 1.94957269385723 2.63506679539398 1.37048105228567 0.589011502817226 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"180" 0.0178 1.94853829344828 2.63096075062958 1.37122910876128 0.591465110705193 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"181" 0.0179 1.94750160633186 2.62684755042913 1.37197671596061 0.593917973115985 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"182" 0.018 1.94646261165277 2.62272712504722 1.37272662710819 0.59637811969988 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"183" 0.0181 1.9454212847374 2.61859938894239 1.3734804859246 0.598850371273591 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"184" 0.0182 1.94437760449508 2.61446427013238 1.37423518462535 0.601325661837583 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"185" 0.0183 1.94333154673262 2.61032168558306 1.3749921331668 0.603808115426714 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"186" 0.0184 1.94228308781819 2.60617155490033 1.37575086793705 0.606296388869917 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"187" 0.0185 1.94123220442436 2.6020137975873 1.37651617884917 0.608804520444426 1.19982930890446 0 NA NA 0.403328501753752 1.61187723775206
"188" 0.0186 1.94017887194936 2.59784833002608 1.37728112837048 0.611312219789065 1.1998293089045 0 NA NA 0.403328501753752 1.61187723775206
"189" 0.0187 1.93912306485633 2.5936750641 1.37804855311406 0.613827789866293 1.19982930890449 0 NA NA 0.403328501753752 1.61187723775206
"190" 0.0188 1.93806475840753 2.589493915514 1.3788202141172 0.616356414760275 1.19982930890448 0 NA NA 0.403328501753752 1.61187723775206
"191" 0.0189 1.93700392790487 2.58530479946176 1.37959275147925 0.618888257472183 1.19982930890447 0 NA NA 0.403328501753752 1.61187723775206
"192" 0.019 1.93594054655191 2.58110762418996 1.38036799925014 0.621428701741853 1.19982930890445 0 NA NA 0.403328501753752 1.61187723775206
