"sigmap" "alphahi" "gammahi" "alpharep" "gammarep" "alphalo" "gammalo" "eqhiS" "eqhiI" "eqloS" "eqloI"
"97" -0.0273 1.60177741372763 2.54283616317316 1.54666921541023 2.36540163717158 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"96" -0.0272 1.61048037342869 2.56792460013634 1.53871145127979 2.3368055521153 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"95" -0.0271 1.61759119053835 2.58789300270596 1.53234080363668 2.31331034848686 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"94" -0.027 1.62377624717956 2.60488538792432 1.52689502278008 2.29278532648997 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"93" -0.0269 1.62933713664484 2.61987192093427 1.52207331496095 2.27426289599306 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"92" -0.0268 1.63456913734757 2.63381976542806 1.517709183141 2.25720756425015 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"91" -0.0267 1.63929316651696 2.64611672206246 1.51369908413691 2.2412863700883 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"90" -0.0266 1.64374010113233 2.65752416297195 1.50997344338656 2.22627562202225 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"89" -0.0265 1.64795687029787 2.66819288367279 1.50648284547801 2.21201646927287 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"88" -0.0264 1.65197859496901 2.67823572374047 1.50319070149008 2.19839131255225 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"87" -0.0263 1.65583234383361 2.68773963699339 1.50006902301373 2.1853102097442 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"86" -0.0262 1.65953948202248 2.69677324680928 1.49709583245021 2.17270254591656 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"85" -0.0261 1.66311723388152 2.7053918669881 1.49425349945465 2.16051168304791 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"84" -0.026 1.66657971004656 2.71364080788337 1.49152762407996 2.14869136792782 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"83" -0.0259 1.66993864794203 2.72155775163894 1.48890626508792 2.13720325075635 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"82" -0.0258 1.67320392371893 2.72917440060077 1.48637938892978 2.12601511305869 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"81" -0.0257 1.67638395236663 2.73651776314983 1.48393846994398 2.11509958245012 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"80" -0.0256 1.67948596500801 2.74361104267525 1.48157618981046 2.10443316614631 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"79" -0.0255 1.68251623520726 2.7504743677384 1.47928621161594 2.09399552472906 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"78" -0.0254 1.68548023843026 2.75712530633233 1.47706300520985 2.0837689106805 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"77" -0.0253 1.68838279438193 2.7635793142748 1.47490170983468 2.07373772686695 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"76" -0.0252 1.69122816596959 2.76985006418332 1.47279802454473 2.06388817434412 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"75" -0.0251 1.69401998306758 2.77594916621404 1.47074808554049 2.05420785897056 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"73" -0.025 1.69674806400308 2.78183498653196 1.4687453012983 2.044675340053 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"74" -0.025 1.69674806400308 2.78183498653196 1.4687453012983 2.044675340053 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"72" -0.0245 1.7098096292701 2.80945554046318 1.45940578990013 1.99913024196147 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"71" -0.024 1.72197646054121 2.83420868103769 1.45096755206548 1.95639752384685 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"70" -0.0235 1.73343995758148 2.85670729629863 1.44323877462715 1.91586255476621 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"69" -0.023 1.74433217182903 2.87737389306953 1.43608783468383 1.87710374496939 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"68" -0.0225 1.75474874446392 2.89651423822349 1.42941780909896 1.8398108250837 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"67" -0.022 1.7647615710794 2.91435800314264 1.423158655821 1.80375952586436 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"66" -0.0215 1.77442631064433 2.93108285260421 1.41725302826692 1.76876640614821 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"65" -0.021 1.78378709293759 2.94682954099429 1.41165950722004 1.73469875354068 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"64" -0.0205 1.79287960554293 2.96171180827816 1.40633938497653 1.70143287723503 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"63" -0.02 1.80173319273738 2.9758231059606 1.40126537161298 1.66888128027005 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"62" -0.0195 1.81037232853852 2.98924131583643 1.39641226595858 1.63696332441198 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"61" -0.019 1.81881767670557 3.00203214436963 1.39175893150801 1.60561133909091 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"60" -0.0185 1.82708687208092 3.01425162393828 1.38728831843611 1.574770632304 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"59" -0.018 1.83519510696747 3.02594798915363 1.38298584682693 1.54439436172031 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"58" -0.0175 1.8431555793931 3.03716311087858 1.37883677478439 1.51443537003971 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"57" -0.017 1.85097984102385 3.04793360879927 1.37483148305485 1.48486250396239 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"56" -0.0165 1.85867807051022 3.05829172516164 1.37095878119012 1.45563987769081 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"55" -0.016 1.86625929140861 3.06826602122929 1.36720954395395 1.42673810231336 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"54" -0.0155 1.87373154749261 3.07788193727347 1.36357531132102 1.3981299458041 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"53" -0.015 1.88110204519002 3.08716224747028 1.36005004188458 1.36979567123939 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"52" -0.0145 1.88837727067797 3.09612743370512 1.35662802122751 1.34171657174233 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"51" -0.014 1.89556308658821 3.10479599417241 1.3533011437433 1.31386681443606 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"50" -0.0135 1.90266481275362 3.11318470099676 1.35006554452421 1.28623348037211 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"49" -0.013 1.90968729391747 3.12130881616772 1.34691574705995 1.25879885390416 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"48" -0.0125 1.91663495704917 3.12918227427435 1.34384759135515 1.23154924685372 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"47" -0.012 1.92351185999123 3.13681783753333 1.34085697051679 1.20447118886832 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"46" -0.0115 1.93032173314429 3.14422722862504 1.33793997712951 1.17755186886231 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"45" -0.011 1.93706801524394 3.15142124462032 1.33509486151961 1.15078488995949 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"44" -0.0105 1.94375388428216 3.15840985545402 1.33231643141902 1.12415376012129 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"43" -0.01 1.95038228435616 3.16520228937869 1.32960304676645 1.09765248771093 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"42" -0.0095 1.95695594906544 3.17180710740843 1.32695125935586 1.07126981918783 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"41" -0.009 1.96347742195626 3.17823226835905 1.3243585524266 1.04499727961215 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
"40" -0.0085 1.96994907454232 3.18448518615901 1.32182297153259 1.01882805428462 1.24526288806921 0 0.951263274319994 0.435193159133448 0.404830814498638 1.38838115788454
