"mu" "alphahi" "gammahi" "alpharep" "gammarep" "alphalo" "gammalo"
"104" 0.551 3.15312317938716 9.17626420239939 1.69259789698958 1.76020942154621 1.42969381891316 0
"105" 0.5515 3.15152526046546 9.16573769475257 1.69214412805681 1.7584212603403 1.42935198751552 0
"106" 0.552 3.1499288388567 9.15522577991405 1.69169026700126 1.75663309659937 1.42901025605331 0
"107" 0.5525 3.14833391091539 9.14472842093079 1.69123628198932 1.7548448179397 1.4286686234296 0
"108" 0.553 3.14674047451207 9.13424558869761 1.69078101261603 1.75305232540867 1.42832708836805 0
"109" 0.5535 3.14514852666256 9.12377725184563 1.6903278286559 1.75126752555813 1.42798567112051 0
"110" 0.554 3.14355806464733 9.11332337893265 1.68987420311226 1.74948148579445 1.42764437426391 0
"111" 0.5545 3.14196908585036 9.10288393732452 1.68942023221132 1.74769455058569 1.42730315949683 0
"112" 0.555 3.14038158683213 9.09245889292919 1.68896611156761 1.7459074106255 1.42696204904361 0
"113" 0.5555 3.13879556493925 9.08204821509367 1.68851187064862 1.74412017013764 1.42662105213029 0
"114" 0.556 3.13721101863304 9.07165187891169 1.68805771324024 1.74233354847423 1.42628014893446 0
"115" 0.5565 3.13562794374727 9.06126984510913 1.68760336765078 1.74054658697836 1.42593935937758 0
"116" 0.557 3.13404633807522 9.05090208479589 1.68714808395771 1.738756642297 1.42559866830682 0
"117" 0.5575 3.13246619931709 9.04054857068553 1.68669414568288 1.73697176741607 1.42525808281159 0
"118" 0.558 3.13088752393745 9.03020926587651 1.68623997086993 1.73518638090079 1.42491760491932 0
"119" 0.5585 3.12931030964112 9.0198841424305 1.68578552782788 1.73340037378204 1.42457705139405 0
"120" 0.559 3.12773455391043 9.00957317084262 1.68533097202816 1.73161429434797 1.42423582092812 0
"121" 0.5595 3.12616025333577 8.9992763147961 1.68487634314925 1.72982828267617 1.42389465762322 0
"122" 0.56 3.12458740626601 8.98899355210791 1.68442163555131 1.72804231862725 1.42355358510107 0
"123" 0.5605 3.12301600895156 8.97872484366303 1.68396703928559 1.72625707216679 1.42321260360983 0
"124" 0.561 3.12144605922554 8.9684701633866 1.68351157230051 1.72446908612759 1.42287170119366 0
"125" 0.5615 3.11987755462125 8.95822948177622 1.68305706306504 1.72268479739449 1.42253086800024 0
"126" 0.562 3.11831049194287 8.94800276597956 1.68260233342455 1.72090005743872 1.42219019861085 0
"127" 0.5625 3.11674486878771 8.93778998528347 1.68214743538377 1.71911505079505 1.42184959564504 0
"128" 0.563 3.11518068291249 8.92759111460409 1.68169245754771 1.7173300895461 1.4215090838295 0
"129" 0.5635 3.11361793175752 8.91740612289375 1.68123736036011 1.71554503477289 1.42116865282534 0
"130" 0.564 3.1120566118192 8.90723497594925 1.68078006909162 1.71375259613693 1.42082830940675 0
"131" 0.5645 3.11049672042596 8.89707764233699 1.68032617197515 1.7119724144852 1.42048803490452 0
"132" 0.565 3.1089382560503 8.88693409976711 1.679871494259 1.71018981118578 1.42014792538327 0
"133" 0.5655 3.10738121508247 8.8768043133398 1.67941649793788 1.70840641559907 1.41980788927265 0
"134" 0.566 3.10582559556472 8.8666882567122 1.67896123011951 1.7066223933964 1.41946793229069 0
"135" 0.5665 3.10427139426726 8.85658589500146 1.67850589625485 1.70483846627332 1.4191280664775 0
"136" 0.567 3.10271860943831 8.84649720679994 1.67805043787172 1.70305442927856 1.41878828530577 0
"137" 0.5675 3.10116723750718 8.8364221546036 1.67759497208842 1.7012706933991 1.41844861962067 0
"138" 0.568 3.0996172767024 8.82636071530917 1.67713805566008 1.69948219701152 1.41810904457173 0
"139" 0.5685 3.09806872352238 8.81631285368284 1.67668318456845 1.69770120358733 1.4177695604625 0
"140" 0.569 3.09652157678696 8.80627854950983 1.67622796357443 1.69591930752073 1.41743018049343 0
"141" 0.5695 3.09497583272059 8.79625776557236 1.67577242084093 1.69413661085991 1.41709088500916 0
"142" 0.57 3.09343148933932 8.78625047735264 1.67531677236741 1.6923538716123 1.41675167283026 0
"143" 0.5705 3.09188854378136 8.77625665404931 1.67486096192616 1.69057089276265 1.41641258346574 0
"144" 0.571 3.09034699368539 8.76627626764311 1.67440515349222 1.68878824898903 1.41607358364449 0
"145" 0.5715 3.08880683690746 8.75630929173737 1.6739491627229 1.68700529483085 1.41573467946683 0
"146" 0.572 3.08726807049638 8.7463556952374 1.67349342365193 1.68522355029325 1.41539587515494 0
"147" 0.5725 3.08573069144822 8.73641544730398 1.67303673075649 1.68343879558828 1.41505715658135 0
"148" 0.573 3.08419469847675 8.72648852769126 1.67258100622995 1.68165775949127 1.41471852137268 0
"149" 0.5735 3.08266008830156 8.71657490051292 1.67212498056688 1.67987599704425 1.41438000431562 0
"150" 0.574 3.08112685817599 8.70667453940708 1.6716688349678 1.67809414401977 1.41404160573844 0
"151" 0.5745 3.07959500623495 8.69678741860024 1.67121259766448 1.67631229937317 1.41370328451816 0
"152" 0.575 3.07806452979116 8.68691350897018 1.67075644443676 1.67453107760947 1.41336505969682 0
"153" 0.5755 3.07653542592972 8.67705277962375 1.67029996099782 1.67274903108658 1.41302692835332 0
"154" 0.576 3.07500769219855 8.66720520297953 1.66984287514457 1.67096520980829 1.41268889194897 0
"155" 0.5765 3.07348132773573 8.65737076113635 1.66938687351864 1.66918550642049 1.41235096697009 0
"156" 0.577 3.07195632772574 8.64754941193837 1.66893056083466 1.667405044723 1.41201314017631 0
"157" 0.5775 3.07043269110861 8.63774113596441 1.66847407368908 1.66562430335492 1.41167542021761 0
"158" 0.578 3.06891041484652 8.62794590285758 1.66801756406718 1.66384381381935 1.41133778684958 0
"159" 0.5785 3.06738949718248 8.61816368914853 1.66756060175679 1.66206207430129 1.41100024577488 0
"160" 0.579 3.06586993523997 8.60839446375991 1.66710386103215 1.66028143884444 1.41066278965064 0
"161" 0.5795 3.0643517264271 8.59863820014612 1.66664593727736 1.65849700783314 1.41032548824225 0
"162" 0.58 3.06283486890472 8.58889487282004 1.66619001704825 1.6567198959623 1.40998825978763 0
"163" 0.5805 3.06131935947154 8.57916445061961 1.66573353581342 1.6549411550814 1.40965113061153 0
"164" 0.581 3.05980519627884 8.56944690971841 1.66527665122646 1.65316133901005 1.40931410156614 0
"165" 0.5815 3.05829237695503 8.55974222416017 1.66481966390942 1.65138149637468 1.40897715873622 0
"166" 0.582 3.05678089888358 8.55005036456045 1.66436251556418 1.64960142366011 1.40864028971863 0
"167" 0.5825 3.05527075974885 8.5403713050385 1.66390552323282 1.64782222576313 1.40830360869361 0
"168" 0.583 3.05376195700918 8.53070501794561 1.66344621321302 1.6460352897665 1.40796699932778 0
"169" 0.5835 3.05225448850071 8.52105147836553 1.6629902360784 1.64426029188735 1.40763047742854 0
"170" 0.584 3.0507483519258 8.51141065891076 1.66253362589595 1.64248341651594 1.40729582709994 0
"171" 0.5845 3.04924354472798 8.50178253247319 1.6620766080762 1.64070545423289 1.4069595609023 0
"172" 0.585 3.04774006415252 8.49216707067731 1.66161937600281 1.63892707844729 1.40662342186835 0
"173" 0.5855 3.04623790886845 8.48256425310681 1.66116195747432 1.63714838601804 1.40628738545353 0
"174" 0.586 3.04473707610159 8.47297405057319 1.66070452557711 1.63536997950035 1.40595145553119 0
"175" 0.5865 3.04323756310971 8.46339643402532 1.66024702219335 1.63359165648385 1.4056156187409 0
"176" 0.587 3.04173936789445 8.4538313809675 1.65978956104053 1.63181381245256 1.40527986938704 0
"177" 0.5875 3.04024248772487 8.44427886132394 1.65933096164054 1.63003234677729 1.4049442755782 0
"178" 0.588 3.03874692153419 8.43473885779445 1.65887374898534 1.6282560323433 1.40460876237446 0
"179" 0.5885 3.03725266499753 8.42521133050095 1.65841626481975 1.62647910541518 1.40427335900093 0
"180" 0.589 3.03575971711314 8.41569626395486 1.65795860593787 1.62470190465387 1.40393804798035 0
"181" 0.5895 3.03426807605271 8.40619363360761 1.65750075390695 1.62292436668594 1.40360280646589 0
"182" 0.59 3.0327777382199 8.3967034065174 1.65704284911231 1.62114697852964 1.40326776848878 0
"183" 0.5905 3.03128870241028 8.38722556354787 1.65658485711094 1.61936962144247 1.4029328025241 0
"184" 0.591 3.02980096539909 8.37776007374479 1.65612688701629 1.61759267382854 1.4025979283373 0
"185" 0.5915 3.02831452575524 8.3683069164297 1.65566821526028 1.61581362687421 1.40226314569361 0
"186" 0.592 3.02682938046651 8.35886606178502 1.65521052941789 1.61403833251317 1.40192849719657 0
"187" 0.5925 3.02534552776036 8.34943748782987 1.6547525128503 1.61226222390329 1.40159396976886 0
"188" 0.593 3.02386296567552 8.3400211698379 1.65429438227448 1.61048605442042 1.40125953321615 0
"189" 0.5935 3.02238169065745 8.33061707671195 1.65383603571756 1.60870947085433 1.40092519776726 0
"190" 0.594 3.02090170193596 8.32122519058145 1.65337781692413 1.60693366398645 1.40059095899486 0
"191" 0.5945 3.01942299696042 8.31184548598428 1.65291940138434 1.60515751016925 1.40025687776473 0
"192" 0.595 3.0179455725068 8.30247793154544 1.65246110048784 1.60338208752832 1.3999228808869 0
"193" 0.5955 3.01646942733151 8.29312250801471 1.65200117011443 1.60160136129038 1.39958899103266 0
"194" 0.596 3.01499455886729 8.2837791885369 1.65154347156574 1.59982869428176 1.39925519673728 0
"195" 0.5965 3.01352096516136 8.27444794969539 1.65108516226876 1.59805424564823 1.39892150588573 0
"196" 0.597 3.01204864330294 8.26512876383342 1.65062659932222 1.59627925514209 1.39858798879747 0
"197" 0.5975 3.01057759181919 8.25582161000574 1.65016800668913 1.59450449724223 1.39825454969617 0
"198" 0.598 3.00910780928015 8.24652646764043 1.64970924099251 1.59272947648496 1.39792121111805 0
"199" 0.5985 3.0076392904641 8.23724329550694 1.64925045291025 1.59095471384768 1.39758795521696 0
"200" 0.599 3.00617203617146 8.22797208587496 1.64879156079902 1.58917992710691 1.3972548822608 0
"201" 0.5995 3.00470604302617 8.21871280834913 1.64833150814123 1.58740146909043 1.3969219004274 0
"202" 0.6 3.00324130889025 8.20946543828497 1.64787322394216 1.58562945493353 1.39658901643399 0
"203" 0.6005 3.00177783256282 8.20022995788581 1.64741451697883 1.58385631443621 1.39625622866398 0
"204" 0.601 3.00031560999147 8.19100633067617 1.64695557001943 1.58208268143173 1.39592357801199 0
"205" 0.6015 2.99885464087469 8.1817945452716 1.64649646307354 1.58030883292195 1.39559105504009 0
"206" 0.602 2.99739492165511 8.17259456813868 1.6460371446686 1.57853459156631 1.39525862843419 0
"207" 0.6025 2.99593645106427 8.16340638124362 1.64557799077764 1.5767612541762 1.39492630640883 0
"208" 0.603 2.99447922640043 8.15422995658693 1.64511853212373 1.57498720261942 1.3945940927965 0
"209" 0.6035 2.99302324566539 8.14506527312073 1.64465825582908 1.57321067058995 1.39426203476392 0
"210" 0.604 2.99156850759952 8.13591231006601 1.64419949355857 1.57143969403368 1.39393006913816 0
"211" 0.6045 2.99011500840359 8.12677103547292 1.64374034692974 1.56966772772544 1.3935982145759 0
"212" 0.605 2.98866274732746 8.11764143387843 1.64328097080815 1.56789530812001 1.39326645069748 0
"213" 0.6055 2.98721172143946 8.10852347532231 1.64282146724358 1.56612278700158 1.39293485875749 0
"214" 0.606 2.98576192941802 8.0994171429128 1.64236183118031 1.56435014728509 1.39260336067332 0
"215" 0.6065 2.98431336824926 8.09032240761937 1.64190213743154 1.56257764653849 1.39227197376691 0
"216" 0.607 2.98286603662928 8.08123924983525 1.6414424484082 1.56080549997279 1.39194068993798 0
"217" 0.6075 2.98141993202697 8.07216764471315 1.64098153386729 1.55902947633299 1.3916095461077 0
"218" 0.608 2.9799750519692 8.06310756631202 1.64052231765792 1.55725963327215 1.39127851994989 0
"219" 0.6085 2.97853139534428 8.05405899772311 1.64006271708906 1.55548880397819 1.39094761256963 0
"220" 0.609 2.97708895927745 8.04502191111396 1.63960297662906 1.55371783209623 1.39061680625035 0
"221" 0.6095 2.97564774174497 8.03599628325865 1.63914296752476 1.55194627498662 1.39028612281434 0
"222" 0.61 2.97420774086646 8.02698209313703 1.6386828924901 1.55017483043521 1.38995557205424 0
"223" 0.6105 2.97276895511769 8.01797932059896 1.6382227497188 1.54840349204371 1.38962514284729 0
"224" 0.611 2.97133138136441 8.00898793641861 1.63776266410869 1.54663268858806 1.38929481694379 0
"225" 0.6115 2.96989501812293 8.00000792196178 1.63730198785886 1.54486019677859 1.38896458060647 0
"226" 0.612 2.96845986344027 7.99103925449001 1.63684199457009 1.54309038854711 1.38863452601937 0
"227" 0.6125 2.96702591536237 7.98208191222122 1.63638179575931 1.54132021339048 1.38830457657687 0
"228" 0.613 2.96559317122207 7.97313586891722 1.63592147017375 1.53954994255444 1.38797474529742 0
"229" 0.6135 2.96416162963899 7.96420110562133 1.6354611761063 1.53778011927313 1.38764500458285 0
"230" 0.614 2.962731288089 7.95527759784217 1.63500067262209 1.53600991721966 1.38731543435993 0
"231" 0.6145 2.96130214514651 7.94636532581758 1.63454000836639 1.53423950419428 1.3869859645353 0
"232" 0.615 2.95987419780316 7.9374642614903 1.63407925473383 1.53246912536421 1.38665661556931 0
"233" 0.6155 2.95844744521228 7.92857438995416 1.63361828313891 1.53069834005489 1.38632736941015 0
"234" 0.616 2.95702188460124 7.91969568498698 1.63315758885726 1.52892884539311 1.38599828111739 0
"235" 0.6165 2.95559751396835 7.91082812356336 1.63269710311782 1.52716040439237 1.38566930485866 0
"236" 0.617 2.95417433155062 7.90197168516704 1.63223642934547 1.5253916592641 1.38534044820968 0
"237" 0.6175 2.95275233554212 7.8931263502833 1.63177560586932 1.52362274262612 1.38501170096274 0
"238" 0.618 2.95133152304483 7.88429208944262 1.63131469896557 1.5218538812482 1.38468310108847 0
"239" 0.6185 2.94991189384904 7.87546889252804 1.63085372197311 1.52008512085297 1.38435462094985 0
"240" 0.619 2.94849344409172 7.8666567273358 1.63039055526839 1.5183092148414 1.38402626296214 0
"241" 0.6195 2.94707617232765 7.85785557333786 1.62993059154723 1.51654460439665 1.38369801746744 0
"242" 0.62 2.9456600769172 7.84906541241699 1.62947007572282 1.51477844255774 1.38336991309007 0
"243" 0.6205 2.94424515623154 7.84028622422127 1.62900911281601 1.513011094158 1.38304193551549 0
"244" 0.621 2.94283140735455 7.83151798122691 1.62854798616441 1.51124352816352 1.38271408019891 0
"245" 0.6215 2.94141882918455 7.82276066819436 1.62808674699226 1.50947591941365 1.38238634162462 0
"246" 0.622 2.94000741922178 7.8140142591194 1.62762515775646 1.50770745737972 1.38205874049912 0
"247" 0.6225 2.93859717575635 7.80527873496204 1.6271636342727 1.50593956231788 1.38173127039998 0
"248" 0.623 2.93718809667355 7.79655407291429 1.62670255852687 1.50417353697205 1.38140392365998 0
"249" 0.6235 2.93578018070658 7.78784025532096 1.62624010956812 1.50240316851083 1.38107669489258 0
"250" 0.624 2.9343734246465 7.77913725419285 1.62577901657955 1.5006377695362 1.38074960583421 0
"251" 0.6245 2.93296782776985 7.77044505529586 1.62531764351211 1.49887175553072 1.38042264426473 0
"252" 0.625 2.93156338733967 7.76176363201948 1.62485604431363 1.49710531340528 1.38009581353482 0
"253" 0.6255 2.9301601020119 7.75309296769531 1.62439436598836 1.49533894426257 1.37976909992784 0
"254" 0.626 2.92875796895552 7.7444330355676 1.62393259530351 1.49357260311242 1.37944252904328 0
"255" 0.6265 2.92735698775777 7.73578382348002 1.62347063191031 1.49180594881909 1.37911608483149 0
"256" 0.627 2.92595715542505 7.72714530330024 1.62300884054113 1.49004022384847 1.37878977878981 0
"257" 0.6275 2.92455846976168 7.71851745441601 1.62254612405375 1.48827169220657 1.37846358347735 0
"258" 0.628 2.92316093004216 7.70990026093869 1.62208455690394 1.48650741787442 1.37813752601704 0
"259" 0.6285 2.9217645336959 7.70129369966604 1.62162266857973 1.48474239207481 1.37781161053149 0
"260" 0.629 2.92036927862521 7.69269774788597 1.62116063827926 1.48297722712791 1.37748582439115 0
"261" 0.6295 2.91897516343136 7.68411238771826 1.62069847402825 1.48121195032298 1.3771601602016 0
"262" 0.63 2.91758218590605 7.6755375969756 1.62023621692743 1.47944670206987 1.37683462571083 0
"263" 0.6305 2.91619034408712 7.66697335483767 1.61977387506888 1.47768150979222 1.37650925480205 0
"264" 0.631 2.91479963589774 7.65841963927345 1.61931165625868 1.47591707966312 1.37618399571956 0
"265" 0.6315 2.91341006053885 7.6498764369856 1.61884870774742 1.47415051502257 1.37585885587701 0
"266" 0.632 2.91202161541015 7.64134372199944 1.61838661906048 1.47238721664398 1.37553385766959 0
"267" 0.6325 2.91063429834931 7.63282147369473 1.61792426485337 1.47062335970736 1.37520902050807 0
"268" 0.633 2.90924810808036 7.62430967383783 1.61746171871159 1.46885919592178 1.37488429780284 0
"269" 0.6335 2.90786304265894 7.61580830267802 1.61699915878531 1.46709533058935 1.37455969349636 0
"270" 0.634 2.90647910011063 7.60731733856273 1.61653644084445 1.46533127366392 1.37423523749278 0
"271" 0.6345 2.90509627831339 7.5988367602884 1.61607359805888 1.46356713911238 1.37391094097084 0
"272" 0.635 2.90371457571175 7.59036654931821 1.61561002121258 1.46180086081221 1.37358675793092 0
"273" 0.6355 2.90233399096966 7.58190668873196 1.61514778609833 1.4600394788893 1.37326269146499 0
"274" 0.636 2.90095452116534 7.57345715247969 1.61468517092321 1.45827715150498 1.37293878990207 0
